"Number of header lines:";"39";
"Experiment";"26th Exp_20170421_LH_2 frames_Lightbox+2 White LED_25 30C_1min 4min 2min";
"System Independent Variable";
"Trial name";"Trial     8";
"Trial ID";"7";
"Arena name";"Peltier 6-1";
"Arena ID";"11";
"Subject name";"Subject 1";
"Subject ID";"0";
"Arena settings";"B";
"Detection settings";"Detection Settings";
"Trial Control settings";"LH_Protocol";
"Start time";"04/22/2017 15:48:29.797";
"Trial duration";"+ 00:07:00.040";
"Recording after";"+ 00:00:00.000";
"Recording duration";"+ 00:07:00.040";
"Track";"Track filet0007a0011o0000_0001.trk";
"Tracking source";"Basler GenICam [Basler acA1300-60]";
"Video file";"E:\Experiment\26th Exp_20170421_LH_2 frames_Lightbox+2 White LED_25 30C_1min 4min 2min\Media Files\Trial     8.mpg";
"Video start time";"04/22/2017 15:48:29.797";
"Trial status";"2";
"Acquisition status";"Acquired";
"Track status";"Acquired";
"Video file status";"Generated";
"Sync status";"Not available";
"Reference duration";"+ 00:07:00.040";
"Reference time";"04/22/2017 15:48:29.797";
"Sof file";"";
"Missed samples";"0.1 %";
"Subject not found";"3.1 %";
"User-defined Independent Variable";
"Peltier";"6";
"Sex";"male";
"Used";"Used";
"Experimenter";"Hu";
"Protocol";"B";
" ";
"Trial time";"Recording time";"X center";"Y center";"Area";"Areachange";"Elongation";"Movement";"Pretest";"Training";"Test";
"s";"s";"mm";"mm";"mm?";"mm?";"";"";"";"";"";
0.000;0.000;106.494;-11.8584;3.17849;5.38578;0.373949;"-";1;0;0;
0.040;0.040;"-";"-";"-";"-";"-";"-";1;0;0;
0.080;0.080;"-";"-";"-";"-";"-";"-";1;0;0;
0.120;0.120;"-";"-";"-";"-";"-";"-";1;0;0;
0.160;0.160;106.653;-11.8585;2.82533;0.706332;0.423227;"-";1;0;0;
0.200;0.200;106.779;-11.7158;3.35508;0.706332;0.44112;1;1;0;0;
0.240;0.240;106.818;-11.7221;3.61995;0.264875;0.408191;0;1;0;0;
0.280;0.280;106.987;-11.4113;3.26679;1.58925;0.524187;1;1;0;0;
0.320;0.320;107.009;-11.4352;3.79654;0.882915;0.45803;0;1;0;0;
0.360;0.360;107.291;-11.4351;3.61995;1.23608;0.445014;1;1;0;0;
0.400;0.400;107.599;-11.2722;3.44337;1.76583;0.418046;1;1;0;0;
0.440;0.440;107.731;-11.1126;3.17849;1.14779;0.576123;1;1;0;0;
0.480;0.480;108.037;-11.0689;3.53166;1.23608;0.482896;1;1;0;0;
0.520;0.520;108.386;-10.8555;3.61995;2.0307;0.52855;1;1;0;0;
0.560;0.560;108.753;-10.5484;3.00191;2.20729;0.74979;1;1;0;0;
0.600;0.600;109.283;-10.3999;3.44337;1.85412;0.58648;1;1;0;0;
0.640;0.640;109.448;-10.3444;3.17849;0.618041;0.54241;1;1;0;0;
0.680;0.680;109.644;-10.1027;3.61995;1.32437;0.590406;1;1;0;0;
0.720;0.720;110.157;-9.74998;3.61995;2.82533;0.648444;1;1;0;0;
0.760;0.760;110.239;-9.35988;3.70824;2.0307;0.577921;1;1;0;0;
0.800;0.800;110.357;-9.03757;3.70824;1.76583;0.429415;1;1;0;0;
0.840;0.840;110.382;-8.74437;3.44337;1.32437;0.528682;1;1;0;0;
0.880;0.880;110.382;-8.57834;3.79654;0.882915;0.45803;1;1;0;0;
0.920;0.920;110.194;-8.26887;3.88483;2.0307;0.592562;1;1;0;0;
0.960;0.960;110.076;-8.00932;3.53166;1.76583;0.52179;1;1;0;0;
1.000;1.000;110.044;-7.66755;3.44337;1.67754;0.546729;1;1;0;0;
1.040;1.040;110.275;-7.04098;3.44337;2.47216;0.5657;1;1;0;0;
1.080;1.080;110.511;-6.69058;3.61995;1.41266;0.554709;1;1;0;0;
1.120;1.120;110.512;-6.41245;3.70824;1.14779;0.500734;1;1;0;0;
1.160;1.160;110.524;-6.10028;3.61995;1.32437;0.477221;1;1;0;0;
1.200;1.200;110.582;-5.5664;3.61995;2.119;0.50025;1;1;0;0;
1.240;1.240;110.569;-5.36972;3.35508;0.794624;0.389035;1;1;0;0;
1.280;1.280;110.53;-5.05667;3.44337;1.32437;0.445258;1;1;0;0;
1.320;1.320;110.517;-4.57625;3.79654;2.119;0.445623;1;1;0;0;
1.360;1.360;110.46;-4.07711;3.35508;2.20729;0.476398;1;1;0;0;
1.400;1.400;110.338;-3.85042;3.00191;1.0595;0.435503;1;1;0;0;
1.440;1.440;110.158;-3.76376;3.26679;1.14779;0.48759;1;1;0;0;
1.480;1.480;110.161;-3.46485;3.44337;1.0595;0.479829;1;1;0;0;
1.520;1.520;109.941;-3.4171;3.35508;1.14779;0.508367;1;1;0;0;
1.560;1.560;109.817;-3.15848;3.70824;1.23608;0.320573;1;1;0;0;
1.600;1.600;109.654;-3.1022;3.26679;0.794624;0.501299;1;1;0;0;
1.640;1.640;109.51;-2.90424;3.53166;1.14779;0.331532;1;1;0;0;
1.680;1.680;109.326;-2.8704;3.17849;0.882915;0.514359;1;1;0;0;
1.720;1.720;109.186;-2.95644;3.26679;0.971207;0.269964;1;1;0;0;
1.760;1.760;109.133;-3.02577;3.17849;0.264875;0.279716;1;1;0;0;
1.800;1.800;108.932;-2.9442;3.17849;0.706332;0.373949;1;1;0;0;
1.840;1.840;108.733;-3.00741;3.26679;0.971207;0.356026;1;1;0;0;
1.880;1.880;108.654;-3.0069;3.26679;0.353166;0.350531;1;1;0;0;
1.920;1.920;108.159;-2.82282;3.00191;1.85412;0.457341;1;1;0;0;
1.960;1.960;107.841;-2.68173;3.26679;1.32437;0.442889;1;1;0;0;
2.000;2.000;107.594;-2.51974;3.0902;1.0595;0.35081;1;1;0;0;
2.040;2.040;107.549;-2.51306;3.0902;0.176583;0.299804;1;1;0;0;
2.080;2.080;107.282;-2.37337;3.17849;0.971207;0.415663;1;1;0;0;
2.120;2.120;106.966;-2.48829;3.00191;1.58925;0.364428;1;1;0;0;
2.160;2.160;106.694;-2.47405;2.91362;0.971207;0.410022;1;1;0;0;
2.200;2.200;106.36;-2.51306;3.0902;1.23608;0.299804;1;1;0;0;
2.240;2.240;105.828;-2.35177;2.73704;1.76583;0.416852;1;1;0;0;
2.280;2.280;105.766;-2.51306;3.0902;0.706332;0.299804;1;1;0;0;
2.320;2.320;105.675;-2.46234;2.73704;0.353166;0.268233;1;1;0;0;
2.360;2.360;105.741;-2.48829;3.00191;0.441458;0.258606;1;1;0;0;
2.400;2.400;105.503;-2.24711;3.00191;1.0595;0.41144;1;1;0;0;
2.440;2.440;105.517;-2.22208;2.91362;0.0882915;0.483267;1;1;0;0;
2.480;2.480;105.514;-2.2226;3.0902;0.176583;0.35081;1;1;0;0;
2.520;2.520;105.424;-2.13834;3.35508;0.441458;0.368264;1;1;0;0;
2.560;2.560;105.321;-2.2366;2.73704;0.794624;0.300778;1;1;0;0;
2.600;2.600;105.152;-2.1295;3.26679;0.706332;0.411657;1;1;0;0;
2.640;2.640;105.039;-2.22854;2.82533;0.794624;0.260362;0;1;0;0;
2.680;2.680;104.882;-2.24711;3.00191;0.706332;0.329618;0;1;0;0;
2.720;2.720;104.33;-2.3636;2.82533;2.119;0.386426;1;1;0;0;
2.760;2.760;103.713;-2.4821;3.0902;2.20729;0.347351;1;1;0;0;
2.800;2.800;103.239;-2.51439;3.44337;1.76583;0.466236;1;1;0;0;
2.840;2.840;102.798;-2.52964;3.0902;1.58925;0.340601;1;1;0;0;
2.880;2.880;102.525;-2.4821;3.0902;0.882915;0.347351;1;1;0;0;
2.920;2.920;102.317;-2.39847;3.17849;0.794624;0.514359;1;1;0;0;
2.960;2.960;102.067;-2.37711;3.00191;0.706332;0.539485;1;1;0;0;
3.000;3.000;101.793;-2.23997;3.17849;0.882915;0.510545;1;1;0;0;
3.040;3.040;101.593;-2.23966;3.00191;0.706332;0.362973;1;1;0;0;
3.080;3.080;101.296;-2.23966;3.00191;1.0595;0.362973;1;1;0;0;
3.120;3.120;101.194;-2.15571;3.17849;0.529749;0.488762;1;1;0;0;
3.160;3.160;101.012;-1.91878;3.0902;1.14779;0.299804;1;1;0;0;
3.200;3.200;100.873;-1.81255;3.0902;0.529749;0.35081;1;1;0;0;
3.240;3.240;100.873;-1.81255;3.0902;0;0.35081;1;1;0;0;
3.280;3.280;100.859;-1.95724;2.91362;0.529749;0.176639;1;1;0;0;
3.320;3.320;100.746;-2.24117;3.0902;1.41266;0.299804;1;1;0;0;
3.360;3.360;100.587;-2.50367;3.26679;1.41266;0.49157;1;1;0;0;
3.400;3.400;99.9872;-2.52568;3.35508;2.20729;0.445598;1;1;0;0;
3.440;3.440;99.6425;-2.57132;3.17849;1.41266;0.570971;1;1;0;0;
3.480;3.480;99.1187;-2.53711;3.17849;1.76583;0.510545;1;1;0;0;
3.520;3.520;98.8284;-2.64256;3.0902;1.32437;0.503474;1;1;0;0;
3.560;3.560;98.2341;-2.93969;3.0902;2.64875;0.503474;1;1;0;0;
3.600;3.600;97.6398;-2.93969;3.0902;1.76583;0.503474;1;1;0;0;
3.640;3.640;97.1736;-2.93914;2.73704;1.41266;0.408023;1;1;0;0;
3.680;3.680;96.651;-3.01182;3.0902;1.58925;0.552088;1;1;0;0;
3.720;3.720;96.2266;-3.22006;3.00191;2.20729;0.547623;1;1;0;0;
3.760;3.760;95.9201;-3.23139;3.0902;0.971207;0.51867;1;1;0;0;
3.800;3.800;95.6141;-3.20824;2.91362;0.882915;0.535015;1;1;0;0;
3.840;3.840;95.0844;-3.26853;2.91362;1.58925;0.390896;1;1;0;0;
3.880;3.880;94.6863;-3.24716;3.17849;1.14779;0.514359;1;1;0;0;
3.920;3.920;94.4902;-3.11996;3.00191;0.882915;0.457341;1;1;0;0;
3.960;3.960;94.3691;-3.09611;3.26679;0.441458;0.488563;1;1;0;0;
4.000;4.000;93.7968;-3.05209;3.26679;1.94241;0.48759;1;1;0;0;
4.040;4.040;93.2459;-2.93425;3.0902;1.76583;0.51867;1;1;0;0;
4.080;4.080;92.8494;-2.83497;3.26679;1.41266;0.458153;1;1;0;0;
4.120;4.120;92.4221;-2.77924;3.0902;1.41266;0.347351;1;1;0;0;
4.160;4.160;92.1249;-2.79905;3.0902;1.0595;0.39465;1;1;0;0;
4.200;4.200;92.0626;-2.89953;3.17849;0.441458;0.354842;1;1;0;0;
4.240;4.240;92.1131;-2.97139;2.91362;0.264875;0.390896;1;1;0;0;
4.280;4.280;92.1249;-3.07638;3.0902;0.353166;0.347351;1;1;0;0;
4.320;4.320;92.1249;-3.07638;3.0902;0;0.347351;1;1;0;0;
4.360;4.360;92.014;-3.09795;3.26679;0.529749;0.416741;1;1;0;0;
4.400;4.400;91.9645;-3.11996;3.35508;0.264875;0.445598;1;1;0;0;
4.440;4.440;92.0788;-3.18472;3.17849;0.529749;0.286035;1;1;0;0;
4.480;4.480;92.1131;-3.26853;2.91362;0.264875;0.390896;0;1;0;0;
4.520;4.520;92.0121;-3.26076;3.17849;0.264875;0.510493;0;1;0;0;
4.560;4.560;92.1307;-3.27953;2.82533;0.353166;0.37945;0;1;0;0;
4.600;4.600;92.1307;-3.27953;2.82533;0;0.37945;0;1;0;0;
4.640;4.640;92.1591;-3.30078;2.73704;0.0882915;0.385121;0;1;0;0;
4.680;4.680;92.2913;-3.54784;3.0902;1.23608;0.50328;0;1;0;0;
4.720;4.720;92.1299;-3.55513;3.00191;0.441458;0.384809;0;1;0;0;
4.760;4.760;92.2913;-3.54784;3.0902;0.441458;0.50328;0;1;0;0;
4.800;4.800;92.2616;-3.56567;3.17849;0.0882915;0.496689;0;1;0;0;
4.840;4.840;91.9914;-3.67861;3.44337;0.971207;0.375527;0;1;0;0;
4.880;4.880;91.9169;-3.85504;3.17849;0.794624;0.510493;0;1;0;0;
4.920;4.920;91.648;-4.12549;2.91362;1.50096;0.571197;1;1;0;0;
4.960;4.960;91.3702;-4.30851;3.35508;1.14779;0.445598;1;1;0;0;
5.000;5.000;91.0838;-4.48427;3.17849;1.23608;0.515148;1;1;0;0;
5.040;5.040;90.8045;-4.77136;3.26679;1.67754;0.524187;1;1;0;0;
5.080;5.080;90.5263;-5.08702;3.17849;1.85412;0.557565;1;1;0;0;
5.120;5.120;90.211;-5.39499;3.0902;1.85412;0.549175;1;1;0;0;
5.160;5.160;89.8952;-5.67283;3.17849;1.67754;0.515148;1;1;0;0;
5.200;5.200;89.6726;-5.69516;3.17849;0.529749;0.538422;1;1;0;0;
5.240;5.240;89.6551;-5.70628;3.0902;0.0882915;0.532235;1;1;0;0;
5.280;5.280;89.6388;-5.83439;3.26679;0.529749;0.504575;1;1;0;0;
5.320;5.320;89.4828;-5.97359;2.91362;0.882915;0.407404;1;1;0;0;
5.360;5.360;89.3754;-5.9923;3.17849;0.264875;0.538422;1;1;0;0;
5.400;5.400;89.356;-6.15168;3.35508;0.706332;0.455669;1;1;0;0;
5.440;5.440;89.1302;-6.66277;3.26679;2.38387;0.352772;1;1;0;0;
5.480;5.480;88.8742;-7.28585;3.0902;2.64875;0.35081;1;1;0;0;
5.520;5.520;88.6121;-7.7721;3.0902;1.94241;0.580044;1;1;0;0;
5.560;5.560;88.2723;-8.32723;3.26679;2.29558;0.410194;1;1;0;0;
5.600;5.600;87.9531;-8.91417;3.26679;2.29558;0.5;1;1;0;0;
5.640;5.640;87.7055;-9.38464;3.00191;1.85412;0.413346;1;1;0;0;
5.680;5.680;87.3465;-9.90463;3.00191;2.119;0.435503;1;1;0;0;
5.720;5.720;87.105;-9.9851;3.00191;0.882915;0.421141;1;1;0;0;
5.760;5.760;86.5529;-10.462;3.17849;2.29558;0.521883;1;1;0;0;
5.800;5.800;86.1584;-10.8218;3.0902;1.85412;0.39465;1;1;0;0;
5.840;5.840;86.1662;-10.883;3.00191;0.264875;0.364428;1;1;0;0;
5.880;5.880;85.9054;-11.1492;2.91362;1.14779;0.483267;1;1;0;0;
5.920;5.920;85.9054;-11.1492;2.91362;0;0.483267;1;1;0;0;
5.960;5.960;85.8493;-11.2968;3.26679;0.529749;0.441333;1;1;0;0;
6.000;6.000;85.5517;-11.5763;3.44337;1.41266;0.359147;1;1;0;0;
6.040;6.040;85.576;-11.4398;3.17849;0.618041;0.332908;1;1;0;0;
6.080;6.080;85.4549;-11.1666;3.26679;1.50096;0.488563;1;1;0;0;
6.120;6.120;84.9009;-11.3317;3.0902;1.76583;0.552088;1;1;0;0;
6.160;6.160;84.492;-11.3628;3.35508;1.32437;0.540323;1;1;0;0;
6.200;6.200;83.9516;-11.4624;3.35508;1.76583;0.490236;1;1;0;0;
6.240;6.240;83.5079;-11.4834;3.0902;1.50096;0.347351;1;1;0;0;
6.280;6.280;83.1989;-11.5884;2.91362;1.0595;0.390896;1;1;0;0;
6.320;6.320;83.0027;-11.5806;3.17849;0.618041;0.510493;1;1;0;0;
6.360;6.360;82.936;-11.5046;3.17849;0.529749;0.286035;1;1;0;0;
6.400;6.400;83.013;-11.3921;3.44337;0.794624;0.438319;1;1;0;0;
6.440;6.440;82.8008;-11.2641;3.17849;1.14779;0.502683;1;1;0;0;
6.480;6.480;82.7764;-11.1241;3.79654;0.618041;0.329786;1;1;0;0;
6.520;6.520;82.4843;-10.8721;3.44337;1.58925;0.496476;1;1;0;0;
6.560;6.560;82.4985;-10.8137;3.35508;0.441458;0.411125;1;1;0;0;
6.600;6.600;82.5036;-10.6756;3.17849;0.706332;0.514359;1;1;0;0;
6.640;6.640;82.5987;-10.598;3.0902;0.618041;0.323733;1;1;0;0;
6.680;6.680;82.8233;-10.7568;3.26679;0.882915;0.427367;1;1;0;0;
6.720;6.720;82.8657;-11.023;3.35508;0.971207;0.397285;1;1;0;0;
6.760;6.760;82.8564;-11.186;3.00191;0.706332;0.389467;1;1;0;0;
6.800;6.800;82.7575;-11.4042;3.44337;1.32437;0.433224;1;1;0;0;
6.840;6.840;82.7354;-11.5978;3.26679;0.882915;0.501299;1;1;0;0;
6.880;6.880;82.7724;-11.8754;3.0902;1.23608;0.533573;1;1;0;0;
6.920;6.920;82.9414;-11.7865;3.61995;0.529749;0.589111;1;1;0;0;
6.960;6.960;83.1016;-11.7455;3.53166;0.794624;0.401596;1;1;0;0;
7.000;7.000;83.3343;-11.5783;3.0902;0.971207;0.514953;1;1;0;0;
7.040;7.040;83.3844;-11.5002;3.35508;0.264875;0.466726;1;1;0;0;
7.080;7.080;83.4412;-11.3693;3.00191;0.706332;0.463706;1;1;0;0;
7.120;7.120;83.6329;-11.176;3.35508;0.882915;0.510803;1;1;0;0;
7.160;7.160;83.7853;-11.1907;3.79654;0.618041;0.586902;1;1;0;0;
7.200;7.200;83.821;-11.152;3.79654;0.353166;0.510698;1;1;0;0;
7.240;7.240;83.9715;-11.0258;3.0902;0.706332;0.503474;1;1;0;0;
7.280;7.280;84.0903;-10.9941;2.91362;0.353166;0.390896;1;1;0;0;
7.320;7.320;84.3036;-10.977;3.26679;0.706332;0.505218;1;1;0;0;
7.360;7.360;84.5168;-10.701;3.0902;1.76583;0.543122;1;1;0;0;
7.400;7.400;84.7143;-10.5425;3.0902;1.23608;0.35081;1;1;0;0;
7.440;7.440;84.7394;-10.5094;2.91362;0.176583;0.450641;1;1;0;0;
7.480;7.480;84.8412;-10.5335;2.73704;0.353166;0.300778;1;1;0;0;
7.520;7.520;85.2639;-10.682;3.17849;1.50096;0.472066;1;1;0;0;
7.560;7.560;85.434;-10.682;3.26679;0.794624;0.312786;1;1;0;0;
7.600;7.600;85.477;-10.6846;3.00191;0.264875;0.435503;1;1;0;0;
7.640;7.640;85.7055;-10.9941;3.17849;1.23608;0.283395;1;1;0;0;
7.680;7.680;85.7493;-10.9017;3.61995;0.618041;0.344689;1;1;0;0;
